0.000	1.633E-5	8.197E-5
0.032	1.732E-5	8.101E-5
0.063	5.201E-6	8.773E-5
0.095	2.329E-5	7.647E-5
0.127	-9.293E-6	8.026E-5
0.158	-3.270E-7	7.137E-5
0.190	4.312E-5	8.417E-5
0.222	4.150E-5	8.551E-5
0.253	9.795E-5	9.065E-5
0.285	1.862E-4	5.647E-5
0.317	2.529E-4	5.187E-5
0.348	2.565E-4	4.835E-5
0.380	2.219E-4	2.649E-5
0.412	3.505E-4	4.663E-5
0.443	4.507E-4	6.052E-5
0.475	4.564E-4	2.696E-5
0.507	5.277E-4	4.723E-5
0.538	4.235E-4	2.745E-5
0.570	3.564E-4	1.499E-5
0.602	3.312E-4	4.422E-9
0.633	3.389E-4	-5.248E-6
0.665	3.879E-4	3.306E-7
0.697	4.373E-4	-1.030E-5
0.728	3.437E-4	-6.600E-5
0.760	2.270E-4	-9.339E-5
0.792	2.021E-4	-1.003E-4
0.823	1.635E-4	-9.229E-5
0.855	1.042E-4	-1.263E-4
0.887	1.352E-4	-1.262E-4
0.918	7.811E-5	-1.880E-4
0.950	8.898E-5	-2.230E-4
0.982	1.247E-4	-2.097E-4
1.013	1.393E-4	-2.187E-4
1.045	2.200E-4	-1.826E-4
1.077	2.023E-4	-2.169E-4
1.108	1.925E-4	-2.423E-4
1.140	2.130E-4	-2.051E-4
1.172	3.362E-4	-1.214E-4
1.203	3.440E-4	-1.273E-4
1.235	3.249E-4	-1.918E-4
1.267	3.463E-4	-1.869E-4
1.298	3.615E-4	-1.790E-4
1.330	4.671E-4	-1.262E-4
1.362	4.727E-4	-1.297E-4
1.393	5.309E-4	-1.065E-4
1.425	5.421E-4	-9.862E-5
1.457	5.132E-4	-1.179E-4
1.488	4.818E-4	-1.213E-4
1.520	4.813E-4	-1.203E-4
1.552	4.822E-4	-1.205E-4
1.583	4.681E-4	-1.584E-4
1.615	4.624E-4	-1.551E-4
1.647	4.344E-4	-1.573E-4
1.678	3.987E-4	-1.520E-4
1.710	4.007E-4	-1.536E-4
1.742	3.952E-4	-1.497E-4
1.773	3.972E-4	-1.514E-4
1.805	3.749E-4	-1.557E-4
1.837	2.480E-4	-1.831E-4
1.868	2.508E-4	-1.851E-4
1.900	2.527E-4	-1.840E-4
1.932	2.831E-4	-1.844E-4
1.963	2.834E-4	-1.846E-4
1.995	2.834E-4	-1.846E-4
2.027	2.833E-4	-1.837E-4
2.058	2.838E-4	-1.835E-4
2.090	2.225E-4	-1.840E-4
2.122	2.470E-4	-1.776E-4
2.153	2.517E-4	-1.815E-4
2.185	3.089E-4	-1.775E-4
2.217	3.194E-4	-1.899E-4
2.248	3.071E-4	-1.781E-4
2.280	3.097E-4	-1.804E-4
2.312	3.098E-4	-1.807E-4
2.343	3.098E-4	-1.807E-4
2.375	3.276E-4	-1.761E-4
2.407	3.307E-4	-1.765E-4
2.438	3.649E-4	-1.792E-4
2.470	4.143E-4	-1.642E-4
2.502	4.077E-4	-1.605E-4
2.533	4.009E-4	-1.557E-4
2.565	4.007E-4	-1.816E-4
2.597	4.557E-4	-1.507E-4
2.628	4.779E-4	-1.493E-4
2.660	4.837E-4	-1.510E-4
2.692	4.755E-4	-1.446E-4
2.723	4.606E-4	-1.506E-4
2.755	4.418E-4	-1.580E-4
2.787	4.745E-4	-1.631E-4
2.818	4.708E-4	-1.608E-4
2.850	4.768E-4	-1.466E-4
2.882	5.091E-4	-1.198E-4
2.913	5.121E-4	-1.211E-4
2.945	5.125E-4	-1.215E-4
2.977	5.345E-4	-1.158E-4
3.008	5.753E-4	-9.541E-5
3.040	6.050E-4	-9.541E-5
3.072	6.188E-4	-1.026E-4
3.103	4.915E-4	-6.802E-5
3.135	4.633E-4	-9.492E-5
3.167	4.858E-4	-9.459E-5
3.198	4.856E-4	-1.218E-4
3.230	4.891E-4	-1.240E-4
3.262	4.864E-4	-1.221E-4
3.293	4.620E-4	-1.540E-4
3.325	4.759E-4	-1.213E-4
3.357	4.119E-4	-1.308E-4
3.388	4.206E-4	-8.801E-5
3.420	2.236E-4	-1.529E-4
3.452	2.208E-4	-9.358E-5
3.483	1.878E-4	-6.101E-5
3.515	1.519E-4	-1.476E-4
3.547	1.576E-4	-9.082E-5
3.578	1.083E-4	-7.078E-5
3.610	9.571E-5	-1.224E-6
3.642	1.054E-4	5.023E-5
3.673	1.365E-4	8.112E-5
3.705	2.038E-4	1.050E-4
3.737	2.573E-4	4.744E-5
3.768	2.562E-4	-6.910E-5
3.800	2.571E-4	-1.576E-4
3.832	2.560E-4	-1.270E-4
3.863	2.182E-4	-2.107E-4
3.895	5.240E-4	-1.327E-4
3.927	3.999E-4	-3.353E-4
3.958	3.738E-4	-4.531E-4
3.990	3.653E-4	-5.042E-4
4.022	4.029E-4	-5.134E-4
4.053	3.958E-4	-5.027E-4
4.085	4.071E-4	-4.848E-4
4.117	4.879E-4	-3.626E-4
4.148	4.947E-4	-2.747E-4
4.180	4.580E-4	-2.103E-4
4.212	4.383E-4	-6.988E-5
4.243	4.353E-4	4.926E-5
4.275	4.025E-4	8.383E-5
4.307	4.512E-4	1.772E-4
4.338	4.889E-4	2.032E-4
4.370	4.839E-4	2.363E-4
4.402	5.075E-4	2.362E-4
4.433	5.980E-4	2.947E-4
4.465	5.144E-4	1.174E-4
4.497	5.534E-4	1.667E-4
4.528	5.416E-4	1.753E-4
4.560	3.671E-4	-3.615E-5
4.592	2.248E-4	-2.136E-4
4.623	2.884E-4	-3.660E-4
4.655	3.920E-4	-4.441E-4
4.687	3.925E-4	-5.905E-4
4.718	3.919E-4	-6.796E-4
4.750	3.783E-4	-7.189E-4
4.782	3.979E-4	-7.454E-4
4.813	4.600E-4	-6.874E-4
4.845	4.563E-4	-6.538E-4
4.877	4.385E-4	-5.142E-4
4.908	3.159E-4	-4.504E-4
4.940	2.803E-4	-2.721E-4
4.972	1.607E-4	-1.524E-4
5.003	5.090E-4	2.080E-4
5.035	6.679E-4	3.486E-4
5.067	7.327E-4	4.036E-4
5.098	4.687E-4	2.840E-4
5.130	1.021E-3	6.114E-4
5.162	1.045E-3	5.887E-4
5.193	1.067E-3	5.343E-4
5.225	9.312E-4	3.782E-4
5.257	8.181E-4	3.120E-4
5.288	5.842E-4	1.685E-4
5.320	5.227E-4	1.771E-5
5.352	5.476E-4	-1.291E-4
5.383	6.944E-4	-3.628E-4
5.415	7.462E-4	-4.400E-4
5.447	8.220E-4	-6.059E-4
5.478	8.241E-4	-7.195E-4
5.510	8.335E-4	-6.807E-4
5.542	8.427E-4	-6.834E-4
5.573	4.676E-4	-7.468E-4
5.605	5.377E-4	-6.172E-4
5.637	5.241E-4	-4.474E-4
5.668	5.518E-4	-2.438E-4
5.700	5.718E-4	3.391E-5
5.732	6.362E-4	1.765E-4
5.763	7.640E-4	4.044E-4
5.795	9.800E-4	7.140E-4
5.827	1.246E-3	8.617E-4
5.858	1.463E-3	8.855E-4
5.890	1.663E-3	1.010E-3
5.922	1.858E-3	1.193E-3
5.953	1.795E-3	1.082E-3
5.985	1.582E-3	9.419E-4
6.017	1.222E-3	7.687E-4
6.048	1.018E-3	6.195E-4
6.080	7.197E-4	4.160E-4
6.112	6.607E-4	1.723E-4
6.143	9.022E-4	-3.657E-5
6.175	1.165E-3	-2.318E-4
6.207	1.253E-3	-4.705E-4
6.238	1.146E-3	-5.500E-4
6.270	9.580E-4	-5.936E-4
6.302	9.399E-4	-6.059E-4
6.333	1.052E-3	-4.753E-4
6.365	1.117E-3	-4.242E-4
6.397	1.221E-3	-1.699E-4
6.428	1.149E-3	1.730E-5
6.460	2.238E-4	-1.819E-4
6.492	1.339E-4	2.392E-5
6.523	2.863E-4	2.846E-4
6.555	4.684E-4	5.269E-4
6.587	9.632E-4	7.063E-4
6.618	1.369E-3	8.543E-4
6.650	1.665E-3	9.734E-4
6.682	1.712E-3	9.061E-4
6.713	1.664E-3	8.550E-4
6.745	1.404E-3	7.063E-4
6.777	8.458E-4	4.086E-4
6.808	3.472E-4	1.962E-4
6.840	2.047E-5	-3.872E-5
6.872	2.212E-4	-2.742E-4
6.903	6.582E-4	-5.026E-4
6.935	1.028E-3	-7.229E-4
6.967	1.018E-3	-9.200E-4
