0.000	1.288E-3	1.197E-3
0.032	1.370E-3	1.199E-3
0.063	1.531E-3	1.252E-3
0.095	1.541E-3	1.259E-3
0.127	1.497E-3	1.292E-3
0.158	9.308E-4	1.116E-3
0.190	7.344E-4	1.118E-3
0.222	7.364E-4	1.114E-3
0.253	8.866E-4	1.138E-3
0.285	1.084E-3	1.143E-3
0.317	1.086E-3	1.149E-3
0.348	1.114E-3	1.146E-3
0.380	9.908E-4	1.196E-3
0.412	8.723E-4	1.177E-3
0.443	8.763E-4	1.179E-3
0.475	1.077E-3	1.203E-3
0.507	1.138E-3	1.229E-3
0.538	1.130E-3	1.221E-3
0.570	9.921E-4	1.225E-3
0.602	9.082E-4	1.232E-3
0.633	8.982E-4	1.278E-3
0.665	9.692E-4	1.278E-3
0.697	1.077E-3	1.305E-3
0.728	1.151E-3	1.304E-3
0.760	1.101E-3	1.308E-3
0.792	1.018E-3	1.306E-3
0.823	9.742E-4	1.332E-3
0.855	1.018E-3	1.303E-3
0.887	1.141E-3	1.303E-3
0.918	1.212E-3	1.271E-3
0.950	8.396E-4	1.234E-3
0.982	7.677E-4	1.273E-3
1.013	7.156E-4	1.246E-3
1.045	7.176E-4	1.249E-3
1.077	7.471E-4	1.213E-3
1.108	6.957E-4	1.171E-3
1.140	6.894E-4	1.173E-3
1.172	6.086E-4	1.169E-3
1.203	5.634E-4	1.173E-3
1.235	5.386E-4	1.167E-3
1.267	7.480E-4	1.170E-3
1.298	7.956E-4	1.176E-3
1.330	8.193E-4	1.161E-3
1.362	8.086E-4	1.156E-3
1.393	6.983E-4	1.137E-3
1.425	6.634E-4	1.142E-3
1.457	6.758E-4	1.118E-3
1.488	6.627E-4	1.111E-3
1.520	6.642E-4	1.109E-3
1.552	6.620E-4	1.106E-3
1.583	6.145E-4	1.108E-3
1.615	6.087E-4	1.114E-3
1.647	6.103E-4	1.106E-3
1.678	6.080E-4	1.107E-3
1.710	6.125E-4	1.078E-3
1.742	6.205E-4	1.082E-3
1.773	5.906E-4	1.089E-3
1.805	5.770E-4	1.092E-3
1.837	5.040E-4	1.067E-3
1.868	5.924E-4	1.063E-3
1.900	5.982E-4	1.047E-3
1.932	6.011E-4	1.049E-3
1.963	6.804E-4	1.010E-3
1.995	6.757E-4	9.902E-4
2.027	5.127E-4	8.502E-4
